0.150,0,0,0.150
0.226,0,0,0.226
0.389,0,0,0.389
0.107,0,0,0.107
0.337,0,0,0.337
0.430,0,0,0.430
0.310,0,0,0.310
0.131,0,0,0.131
0.237,0,0,0.237
0.249,0,0,0.249
0.539,0,0,0.539
0.148,0,0,0.148
0.677,0,0,0.677
0.150,0,0,0.150
0.325,0,0,0.325
0.168,0,0,0.168
0.301,0,0,0.301
0.706,0,0,0.706
1.005,0,0,1.005
0.874,0,0,0.874
0.419,0,0,0.419
0.601,0,0,0.601
0.440,0,0,0.440
0.187,0,0,0.187
0.150,0,0,0.150
0.286,0,0,0.286
0.619,0,0,0.619
0.150,0,0,0.150
1.580,0,0,1.580
0.199,0,0,0.199
0.349,0,0,0.349
0.172,0,0,0.172
0.260,0,0,0.260
0.300,0,0,0.300
0.117,0,0,0.117
0.129,0,0,0.129
0.132,0,0,0.132
0.141,0,0,0.141
0.124,0,0,0.124
0.437,0,0,0.437
0.153,0,0,0.153
0.110,0,0,0.110
0.151,0,0,0.151
0.142,0,0,0.142
0.194,0,0,0.194
0.203,0,0,0.203
0.153,0,0,0.153
0.147,0,0,0.147
0.169,0,0,0.169
0.210,0,0,0.210
0.110,0,0,0.110
0.245,0,0,0.245
0.132,0,0,0.132
0.120,0,0,0.120
0.128,0,0,0.128
0.183,0,0,0.183
0.290,0,0,0.290
0.088,0,0,0.088
0.123,0,0,0.123
0.189,0,0,0.189
0.389,0,0,0.389
0.489,0,0,0.489
0.412,0,0,0.412
0.487,0,0,0.487
0.138,0,0,0.138
0.337,0,0,0.337
0.374,0,0,0.374
0.151,0,0,0.151
1.025,0,0,1.025
0.135,0,0,0.135
0.200,0,0,0.200
0.310,0,0,0.310
0.594,0,0,0.594
0.348,0,0,0.348
0.166,0,0,0.166
0.194,0,0,0.194
0.574,0,0,0.574
0.192,0,0,0.192
0.872,0,0,0.872
0.804,0,0,0.804
1.246,0,0,1.246
1.201,0,0,1.201
0.511,0,0,0.511
0.803,0,0,0.803
1.051,0,0,1.051
1.200,0,0,1.200
1.032,0,0,1.032
0.462,0,0,0.462
0.443,0,0,0.443
0.247,0,0,0.247
0.208,0,0,0.208
0.205,0,0,0.205
0.153,0,0,0.153
0.357,0,0,0.357
0.683,0,0,0.683
0.233,0,0,0.233
0.856,0,0,0.856
0.135,0,0,0.135
0.184,0,0,0.184
0.706,0,0,0.706
